apartment_id,gu,exclusive_use_area,year_of_completion,transaction_year_month,transaction_date,floor,park_area_sum,day_care_babyTeacher_rate,transaction_real_price
3749,24,66.7,1988,200802,0,8,5977686.6,5.44,30000
5282,24,59.9765,2004,200802,1,10,5977686.6,5.44,35000
1941,24,84.42,2001,200802,1,8,5977686.6,5.44,27000
3749,24,84.65,1988,200802,1,7,5977686.6,5.44,39500
2831,24,41.22,2000,200802,1,2,5977686.6,5.44,13700
7499,24,59.97,1995,200802,1,9,5977686.6,5.44,20000
3749,24,66.7,1988,200802,1,1,5977686.6,5.44,29300
7499,24,59.97,1995,200802,1,11,5977686.6,5.44,20000
5282,24,59.9765,2004,200802,1,12,5977686.6,5.44,36400
3749,24,84.65,1988,200802,3,8,5977686.6,5.44,42500
3749,24,66.7,1988,200802,3,8,5977686.6,5.44,29500
8888,24,52.03,2003,200802,3,7,5977686.6,5.44,18000
9167,24,84.335,2005,200802,3,8,5977686.6,5.44,30000
5282,24,59.9765,2004,200802,3,10,5977686.6,5.44,35600
3749,24,66.7,1988,200802,3,8,5977686.6,5.44,16000
10589,24,123.2858,2003,200802,0,9,5977686.6,5.44,44500
8958,24,84.94,2004,200802,0,1,5977686.6,5.44,21500
2834,24,82.62,2002,200802,0,3,5977686.6,5.44,24100
10003,24,46.93,2003,200802,1,5,5977686.6,5.44,14500
11426,24,39.96,1997,200802,1,9,5977686.6,5.44,9800
3022,24,59.73,2004,200802,1,12,5977686.6,5.44,26600
3022,24,59.73,2004,200802,1,4,5977686.6,5.44,25500
569,24,84.87,1997,200802,1,5,5977686.6,5.44,24000
568,24,59.99,2001,200802,3,4,5977686.6,5.44,16000
569,24,59.25,1997,200802,3,9,5977686.6,5.44,20000
10589,24,84.9462,2003,200802,3,5,5977686.6,5.44,29700
4681,24,84.56,2007,200802,3,3,5977686.6,5.44,26500
4581,24,124.65,1997,200802,3,11,5977686.6,5.44,38700
9301,24,76.65,1999,200802,3,4,5977686.6,5.44,14000
870,24,84.99,2004,200802,0,4,5977686.6,5.44,32000
6137,24,84.48,2002,200802,0,3,5977686.6,5.44,20000
10801,24,84.84,2002,200802,1,4,5977686.6,5.44,21500
8567,24,83.01,2002,200802,1,4,5977686.6,5.44,22000
870,24,84.99,2004,200802,1,3,5977686.6,5.44,33000
571,24,84.83,1998,200802,3,9,5977686.6,5.44,29500
571,24,59.94,1998,200802,3,8,5977686.6,5.44,19800
6808,24,88.3376,2003,200802,3,4,5977686.6,5.44,26000
3659,24,83.2,2004,200802,3,2,5977686.6,5.44,17000
11315,24,73.05,2005,200802,3,5,5977686.6,5.44,20000
870,24,60.26,2004,200802,3,8,5977686.6,5.44,24900
5635,24,59.4,1997,200802,1,15,5977686.6,5.44,24000
6173,24,149.99,2001,200802,0,19,5977686.6,5.44,49200
9170,24,59.82,1998,200802,0,18,5977686.6,5.44,24300
2777,24,59.66,2003,200802,1,13,5977686.6,5.44,24000
2705,24,84.99,2008,200802,1,5,5977686.6,5.44,34350
7312,24,52.71,1990,200802,1,4,5977686.6,5.44,16600
2705,24,40.96,2008,200802,1,7,5977686.6,5.44,16450
6173,24,150.37,2001,200802,1,18,5977686.6,5.44,50000
9170,24,84.3,1998,200802,1,13,5977686.6,5.44,34300
11129,24,71.16,2003,200802,1,11,5977686.6,5.44,26000
7628,24,84.44,2003,200802,1,4,5977686.6,5.44,20000
9170,24,59.73,1998,200802,3,13,5977686.6,5.44,24300
1926,24,55.14,2001,200802,3,14,5977686.6,5.44,18200
2777,24,59.66,2003,200802,3,3,5977686.6,5.44,23000
9170,24,59.82,1998,200802,3,8,5977686.6,5.44,23000
7312,24,52.71,1990,200802,3,4,5977686.6,5.44,14470
9768,24,84.32,2003,200802,3,11,5977686.6,5.44,28800
12293,24,79.36,2003,200802,3,1,5977686.6,5.44,17500
8919,24,60.11,2004,200802,3,3,5977686.6,5.44,20000
7312,24,52.71,1990,200802,3,6,5977686.6,5.44,17500
2067,24,43.61,2005,200802,3,7,5977686.6,5.44,12000
4273,24,81.21,2004,200802,0,3,5977686.6,5.44,26000
11114,24,84.19,2004,200802,0,5,5977686.6,5.44,28000
10420,24,50.31,2003,200802,0,2,5977686.6,5.44,15300
4464,24,61.97,1972,200802,1,3,5977686.6,5.44,14000
8167,24,73.59,2003,200802,1,3,5977686.6,5.44,15500
5245,24,79.77,2004,200802,1,2,5977686.6,5.44,27600
11114,24,84.87,2004,200802,1,4,5977686.6,5.44,25200
10072,24,83.32,2004,200802,1,4,5977686.6,5.44,25500
6821,24,84.97,2004,200802,1,12,5977686.6,5.44,25000
4464,24,64.32,1972,200802,1,5,5977686.6,5.44,13500
11202,24,84.84,2007,200802,3,14,5977686.6,5.44,33500
8167,24,73.79,2003,200802,3,3,5977686.6,5.44,21000
4464,24,61.97,1972,200802,3,5,5977686.6,5.44,15000
8367,24,84.9,2002,200802,3,6,5977686.6,5.44,25000
5245,24,84.72,2004,200802,3,3,5977686.6,5.44,25000
8166,24,92.72,2001,200802,3,4,5977686.6,5.44,23000
7836,24,84.63,2004,200802,3,5,5977686.6,5.44,27900
7405,19,66.13,2007,200802,0,3,2122227.6,6.97,22500
7392,19,59.76,2003,200802,0,3,2122227.6,6.97,25000
7405,19,65.39,2007,200802,0,6,2122227.6,6.97,22000
8066,19,62.32,2003,200802,0,4,2122227.6,6.97,15000
7433,19,61.32,1988,200802,0,8,2122227.6,6.97,17000
12512,19,80.3,2004,200802,0,2,2122227.6,6.97,28000
3752,19,83.27,1987,200802,0,5,2122227.6,6.97,35000
3752,19,63.53,1987,200802,0,5,2122227.6,6.97,21700
7405,19,60.44,2007,200802,0,4,2122227.6,6.97,22500
7405,19,66.13,2007,200802,0,2,2122227.6,6.97,22500
11949,19,84.17,1997,200802,1,12,2122227.6,6.97,30000
3752,19,63.53,1987,200802,1,15,2122227.6,6.97,22300
2059,19,73.87,2003,200802,1,3,2122227.6,6.97,21500
7397,19,113.72,2004,200802,1,6,2122227.6,6.97,32000
12390,19,59.94,1995,200802,1,12,2122227.6,6.97,17200
5490,19,84.24,2001,200802,1,10,2122227.6,6.97,30000
9188,19,59.982,2004,200802,1,11,2122227.6,6.97,24700
7432,19,84.8,1996,200802,1,7,2122227.6,6.97,29000
8565,19,78.75,2004,200802,1,2,2122227.6,6.97,23000
2901,19,136.9,2004,200802,1,7,2122227.6,6.97,27000
7397,19,110.89,2004,200802,1,6,2122227.6,6.97,34850
7433,19,61.32,1988,200802,1,3,2122227.6,6.97,17500
7405,19,60.44,2007,200802,1,3,2122227.6,6.97,22400
7433,19,61.32,1988,200802,1,2,2122227.6,6.97,16700
9667,19,83.66,2006,200802,1,3,2122227.6,6.97,26500
5490,19,62.7,2001,200802,1,11,2122227.6,6.97,20000
7433,19,61.32,1988,200802,1,4,2122227.6,6.97,18600
4356,19,76.11,2004,200802,1,5,2122227.6,6.97,25200
10426,19,75.9,2003,200802,1,1,2122227.6,6.97,21500
7392,19,84.65,2003,200802,1,6,2122227.6,6.97,37300
5490,19,58.59,2001,200802,1,6,2122227.6,6.97,18000
5490,19,58.59,2001,200802,1,5,2122227.6,6.97,18000
11967,19,84.83,1994,200802,1,5,2122227.6,6.97,27000
3755,19,59.32,1992,200802,1,3,2122227.6,6.97,17400
8066,19,49.56,2003,200802,1,7,2122227.6,6.97,10300
1361,19,83.53,2005,200802,1,3,2122227.6,6.97,25000
11967,19,84.83,1994,200802,3,5,2122227.6,6.97,28000
3755,19,83.04,1992,200802,3,3,2122227.6,6.97,24000
3755,19,83.04,1992,200802,3,11,2122227.6,6.97,28500
11967,19,84.83,1994,200802,3,15,2122227.6,6.97,31500
9188,19,59.982,2004,200802,3,19,2122227.6,6.97,26000
9188,19,84.9287,2004,200802,3,11,2122227.6,6.97,36000
11949,19,84.17,1997,200802,3,10,2122227.6,6.97,30400
9388,19,73.49,2003,200802,3,3,2122227.6,6.97,18000
2774,19,83.07,2004,200802,3,7,2122227.6,6.97,32500
6480,19,112.79,2003,200802,3,2,2122227.6,6.97,46000
3755,19,83.04,1992,200802,3,12,2122227.6,6.97,25000
7392,19,59.76,2003,200802,3,4,2122227.6,6.97,22000
3755,19,83.04,1992,200802,3,11,2122227.6,6.97,23000
3752,19,63.53,1987,200802,3,6,2122227.6,6.97,22000
11967,19,84.83,1994,200802,3,1,2122227.6,6.97,26000
4356,19,76.11,2004,200802,3,6,2122227.6,6.97,26500
5490,19,84.6,2001,200802,3,5,2122227.6,6.97,30800
3755,19,83.04,1992,200802,3,5,2122227.6,6.97,25000
8640,24,59.91,2000,200802,1,14,5977686.6,5.44,27000
4543,24,84.898,2007,200802,1,8,5977686.6,5.44,30000
10316,24,84.9,2004,200802,3,7,5977686.6,5.44,30000
8640,24,59.91,2000,200802,3,2,5977686.6,5.44,23200
9964,24,84.81,2001,200802,3,6,5977686.6,5.44,31500
8912,24,79.94,2004,200802,3,2,5977686.6,5.44,23000
8640,24,59.91,2000,200802,3,20,5977686.6,5.44,27000
2435,24,84.951,2003,200803,0,13,5977686.6,5.44,46000
2435,24,59.895,2003,200803,0,7,5977686.6,5.44,26600
10260,24,59.97,2000,200803,0,7,5977686.6,5.44,31000
2435,24,84.951,2003,200803,0,2,5977686.6,5.44,40000
2435,24,59.895,2003,200803,0,4,5977686.6,5.44,26000
2435,24,59.895,2003,200803,0,6,5977686.6,5.44,28500
2435,24,59.895,2003,200803,0,5,5977686.6,5.44,27500
2435,24,84.951,2003,200803,1,3,5977686.6,5.44,41800
10095,24,57.5033,2003,200803,1,6,5977686.6,5.44,28200
2435,24,59.895,2003,200803,1,2,5977686.6,5.44,26900
2435,24,59.895,2003,200803,1,3,5977686.6,5.44,27800
2435,24,84.951,2003,200803,1,4,5977686.6,5.44,41500
2435,24,84.951,2003,200803,1,11,5977686.6,5.44,45000
10095,24,57.5033,2003,200803,1,9,5977686.6,5.44,25000
10095,24,78.2853,2003,200803,1,12,5977686.6,5.44,41500
2435,24,59.895,2003,200803,2,1,5977686.6,5.44,24850
2435,24,84.951,2003,200803,2,7,5977686.6,5.44,43800
10095,24,78.2853,2003,200803,2,14,5977686.6,5.44,41000
2435,24,84.951,2003,200803,2,4,5977686.6,5.44,41500
2435,24,84.951,2003,200803,2,9,5977686.6,5.44,44000
11840,24,78.8,2001,200803,0,10,5977686.6,5.44,32000
2409,24,84.68,1993,200803,0,14,5977686.6,5.44,33500
2409,24,84.94,1993,200803,0,2,5977686.6,5.44,32000
2024,24,59.866,2002,200803,0,1,5977686.6,5.44,20000
2409,24,84.94,1993,200803,0,1,5977686.6,5.44,30000
4075,24,84.61,2007,200803,0,5,5977686.6,5.44,24900
6991,24,52.89,2008,200803,0,5,5977686.6,5.44,24000
2409,24,84.94,1993,200803,1,15,5977686.6,5.44,32950
2024,24,59.866,2002,200803,1,2,5977686.6,5.44,23200
5076,24,87.81,2003,200803,1,1,5977686.6,5.44,28000
2024,24,59.866,2002,200803,1,5,5977686.6,5.44,24900
2024,24,59.866,2002,200803,1,6,5977686.6,5.44,23000
2023,24,84.94,2001,200803,1,2,5977686.6,5.44,37000
11840,24,59.84,2001,200803,1,4,5977686.6,5.44,22000
2026,24,75.11,1989,200803,1,6,5977686.6,5.44,27100
2024,24,59.866,2002,200803,2,11,5977686.6,5.44,25500
8370,24,93.74,2004,200803,2,4,5977686.6,5.44,27000
11840,24,78.8,2001,200803,2,7,5977686.6,5.44,34000
2024,24,84.923,2002,200803,2,10,5977686.6,5.44,39300
2024,24,59.866,2002,200803,2,8,5977686.6,5.44,23500
1605,24,131.18,2002,200803,0,5,5977686.6,5.44,40000
5282,24,84.9956,2004,200803,0,1,5977686.6,5.44,46000
1902,24,64.45,2005,200803,0,7,5977686.6,5.44,18200
5282,24,59.9765,2004,200803,0,5,5977686.6,5.44,34700
5282,24,59.9765,2004,200803,0,8,5977686.6,5.44,34550
2831,24,59.97,2000,200803,0,4,5977686.6,5.44,19000
11867,24,81.51,2005,200803,0,5,5977686.6,5.44,27000
3749,24,125.75,1988,200803,0,13,5977686.6,5.44,65000
5282,24,59.9765,2004,200803,0,3,5977686.6,5.44,32700
3749,24,125.75,1988,200803,0,6,5977686.6,5.44,60000
2831,24,59.97,2000,200803,0,8,5977686.6,5.44,20500
3749,24,66.7,1988,200803,0,2,5977686.6,5.44,28500
9167,24,59.17,2005,200803,1,4,5977686.6,5.44,19500
5282,24,59.9765,2004,200803,1,10,5977686.6,5.44,36400
5282,24,59.9765,2004,200803,1,15,5977686.6,5.44,36600
3749,24,66.7,1988,200803,1,11,5977686.6,5.44,29250
5282,24,59.9765,2004,200803,1,7,5977686.6,5.44,35500
5269,24,59.91,2006,200803,1,4,5977686.6,5.44,24000
3749,24,84.65,1988,200803,1,4,5977686.6,5.44,42000
2831,24,84.65,2000,200803,1,9,5977686.6,5.44,34000
3749,24,84.65,1988,200803,1,14,5977686.6,5.44,42200
5274,24,59.85,2004,200803,1,1,5977686.6,5.44,18000
3749,24,84.65,1988,200803,2,3,5977686.6,5.44,42900
5282,24,84.9956,2004,200803,2,10,5977686.6,5.44,57400
3749,24,84.65,1988,200803,2,15,5977686.6,5.44,41000
1941,24,59.87,2001,200803,2,6,5977686.6,5.44,19000
3749,24,66.7,1988,200803,2,5,5977686.6,5.44,30000
10383,24,103.22,2003,200803,2,2,5977686.6,5.44,21200
3749,24,125.75,1988,200803,2,10,5977686.6,5.44,60500
3749,24,84.65,1988,200803,2,7,5977686.6,5.44,41000
5274,24,84.72,2004,200803,2,12,5977686.6,5.44,39000
5282,24,84.9956,2004,200803,2,5,5977686.6,5.44,54500
6174,24,202.2,1991,200803,2,5,5977686.6,5.44,77000
3749,24,66.7,1988,200803,2,10,5977686.6,5.44,30300
2829,24,59.7,1999,200803,2,11,5977686.6,5.44,23400
5708,24,84.25,1992,200803,2,8,5977686.6,5.44,28000
3753,24,79.11,1991,200803,0,2,5977686.6,5.44,18400
12244,24,148.77,2000,200803,0,2,5977686.6,5.44,48000
10589,24,123.2858,2003,200803,0,5,5977686.6,5.44,42000
10003,24,103.24,2003,200803,0,6,5977686.6,5.44,26000
3022,24,107.156,2004,200803,0,17,5977686.6,5.44,46500
4681,24,78.41,2007,200803,0,7,5977686.6,5.44,18000
569,24,59.25,1997,200803,0,11,5977686.6,5.44,21000
7782,24,69.45,2005,200803,0,7,5977686.6,5.44,17000
3753,24,79.11,1991,200803,0,10,5977686.6,5.44,23000
10003,24,61.04,2003,200803,1,3,5977686.6,5.44,15000
8577,24,59.92,1998,200803,1,14,5977686.6,5.44,22500
4581,24,59.595,1997,200803,1,10,5977686.6,5.44,21000
10003,24,59.14,2003,200803,1,6,5977686.6,5.44,17000
4581,24,84.9,1997,200803,1,10,5977686.6,5.44,30700
4581,24,59.595,1997,200803,1,7,5977686.6,5.44,18000
10589,24,84.9729,2003,200803,1,2,5977686.6,5.44,29000
3753,24,79.11,1991,200803,2,10,5977686.6,5.44,23000
3022,24,59.73,2004,200803,2,6,5977686.6,5.44,28000
10589,24,84.9729,2003,200803,2,3,5977686.6,5.44,33500
569,24,84.87,1997,200803,2,10,5977686.6,5.44,32250
958,24,84.06,1989,200803,0,9,5977686.6,5.44,24000
8567,24,59.55,2002,200803,0,4,5977686.6,5.44,13000
2072,24,84.96,2003,200803,0,6,5977686.6,5.44,27000
567,24,84.618,2004,200803,0,2,5977686.6,5.44,35000
571,24,59.94,1998,200803,0,2,5977686.6,5.44,19250
6133,24,84.23,2006,200803,0,3,5977686.6,5.44,27000
1287,24,124.28,2005,200803,0,3,5977686.6,5.44,20000
571,24,59.94,1998,200803,0,1,5977686.6,5.44,16400
3659,24,84.62,2004,200803,0,1,5977686.6,5.44,20000
567,24,84.618,2004,200803,0,14,5977686.6,5.44,39200
571,24,53.54,1998,200803,1,6,5977686.6,5.44,14000
6807,24,82.1444,2003,200803,1,9,5977686.6,5.44,25500
571,24,84.83,1998,200803,1,10,5977686.6,5.44,30000
2366,24,84.618,2004,200803,1,6,5977686.6,5.44,34500
10642,24,83.64,1999,200803,1,7,5977686.6,5.44,17500
6808,24,88.3376,2003,200803,1,6,5977686.6,5.44,32000
571,24,59.94,1998,200803,1,7,5977686.6,5.44,25000
5297,24,84.89,2006,200803,1,1,5977686.6,5.44,31000
571,24,84.83,1998,200803,1,4,5977686.6,5.44,26000
870,24,84.69,2004,200803,2,19,5977686.6,5.44,32000
571,24,59.94,1998,200803,2,2,5977686.6,5.44,18800
567,24,84.618,2004,200803,2,2,5977686.6,5.44,32850
8365,24,141.24,1997,200803,2,3,5977686.6,5.44,33000
870,24,84.99,2004,200803,2,14,5977686.6,5.44,34300
10481,24,52.18,2007,200803,0,5,5977686.6,5.44,19000
5635,24,59.4,1997,200803,0,16,5977686.6,5.44,24000
3127,24,96.31,2001,200803,1,2,5977686.6,5.44,28000
5635,24,59.4,1997,200803,1,3,5977686.6,5.44,23500
5635,24,59.4,1997,200803,2,10,5977686.6,5.44,23500
5635,24,122.68,1997,200803,2,17,5977686.6,5.44,48000
10481,24,52.18,2007,200803,2,2,5977686.6,5.44,19700
8727,24,115.67,1988,200803,0,8,5977686.6,5.44,34500
2705,24,84.42,2008,200803,0,6,5977686.6,5.44,34200
9170,24,59.73,1998,200803,0,10,5977686.6,5.44,25200
7312,24,52.71,1990,200803,0,3,5977686.6,5.44,13000
2777,24,84.92,2003,200803,0,6,5977686.6,5.44,35500
2705,24,66.92,2008,200803,0,7,5977686.6,5.44,27500
583,3,82.44,1998,201602,3,8,22570,5.11,45500
3599,3,59.92,2000,201602,3,11,22570,5.11,42700
583,3,59.86,1998,201602,3,4,22570,5.11,33000
3599,3,84.92,2000,201602,3,4,22570,5.11,50000
1116,3,59.58,2004,201602,3,14,22570,5.11,38000
4964,3,84.99,2005,201602,3,5,22570,5.11,42000
11933,3,116.72,1992,201602,3,9,22570,5.11,46400
4175,3,13.15,2012,201602,3,7,22570,5.11,13000
11933,3,105.84,1992,201602,3,10,22570,5.11,45000
8714,3,84.96,2000,201602,3,26,22570,5.11,45000
1096,3,84.96,2003,201602,3,17,22570,5.11,44000
11112,3,15.64,2013,201602,3,6,22570,5.11,14600
4962,3,83.87,2004,201602,3,3,22570,5.11,39000
9115,3,59.93,2000,201602,3,8,22570,5.11,38250
1562,3,71.1203,2010,201602,3,4,22570,5.11,42500
3599,3,59.92,2000,201602,3,4,22570,5.11,41000
1106,3,84.56,2005,201602,3,1,22570,5.11,37000
4962,3,83.87,2004,201602,3,6,22570,5.11,41700
7428,3,77.95,2004,201602,3,7,22570,5.11,37000
5120,3,71.35,2002,201602,3,3,22570,5.11,22500
4964,3,59.99,2005,201602,3,16,22570,5.11,34000
11933,3,58.59,1992,201602,3,13,22570,5.11,29400
6438,3,76.5,1996,201602,3,4,22570,5.11,40000
1094,3,59.8,2004,201602,3,7,22570,5.11,41500
1108,3,84.968,2009,201602,3,8,22570,5.11,44700
1108,3,84.866,2009,201602,3,8,22570,5.11,44800
1096,3,84.96,2003,201602,3,9,22570,5.11,44300
5121,3,59.76,2000,201602,3,5,22570,5.11,34380
6262,3,113.53,2006,201602,3,4,22570,5.11,56000
3599,3,59.92,2000,201602,3,10,22570,5.11,39800
4962,3,59.8,2004,201602,3,12,22570,5.11,39900
1116,3,59.58,2004,201602,3,5,22570,5.11,38000
6400,3,59.81,2015,201602,3,14,22570,5.11,38900
1116,3,59.58,2004,201602,3,1,22570,5.11,36500
1111,3,40.56,1998,201602,3,14,22570,5.11,19000
1116,3,59.58,2004,201602,3,20,22570,5.11,38850
1095,3,84.96,2003,201602,3,1,22570,5.11,41000
4964,3,59.99,2005,201602,3,17,22570,5.11,35600
4964,3,84.99,2005,201602,3,25,22570,5.11,43000
10568,3,14.25,2012,201602,3,6,22570,5.11,12500
2099,3,59.28,2007,201602,3,6,22570,5.11,32500
11112,3,15.64,2013,201602,3,5,22570,5.11,15000
4964,3,59.99,2005,201602,3,17,22570,5.11,35700
1104,3,59.99,2008,201602,0,5,22570,5.11,34200
7338,3,59.91,1996,201602,0,8,22570,5.11,30500
11603,3,84.79,1992,201602,0,6,22570,5.11,26000
7342,3,12.96,2015,201602,0,7,22570,5.11,12636
7344,3,34.86,1993,201602,0,7,22570,5.11,22700
10466,3,67,2004,201602,0,1,22570,5.11,26800
7343,3,84.79,2005,201602,0,20,22570,5.11,50000
7343,3,84.79,2005,201602,0,1,22570,5.11,46900
7697,3,59.26,1998,201602,0,8,22570,5.11,27300
428,3,58.9,1996,201602,1,14,22570,5.11,27500
7344,3,34.86,1993,201602,1,4,22570,5.11,20900
3754,3,59.04,1996,201602,1,2,22570,5.11,26700
597,3,65.09,1974,201602,1,3,22570,5.11,15145
7337,3,84.8098,2007,201602,1,4,22570,5.11,44500
7299,3,84.3,1994,201602,1,8,22570,5.11,29500
7337,3,84.8098,2007,201602,1,13,22570,5.11,42300
1104,3,84.97,2008,201602,1,2,22570,5.11,39000
1104,3,59.96,2008,201602,1,19,22570,5.11,34800
5595,3,58.55,2000,201602,1,17,22570,5.11,28200
1669,3,59.4,1997,201602,1,11,22570,5.11,26500
7343,3,114.84,2005,201602,1,15,22570,5.11,57500
5595,3,58.55,2000,201602,1,15,22570,5.11,28000
5595,3,58.55,2000,201602,1,21,22570,5.11,27700
7344,3,82.2,1993,201602,1,6,22570,5.11,38900
7697,3,59.26,1998,201602,1,3,22570,5.11,27100
803,3,59.76,1988,201602,1,9,22570,5.11,20000
10237,3,84.8,2000,201602,1,6,22570,5.11,37000
1104,3,59.99,2008,201602,1,16,22570,5.11,34500
3202,3,50.57,1993,201602,1,5,22570,5.11,29500
7340,3,81.42,2003,201602,1,11,22570,5.11,43000
1353,3,84.15,1993,201602,1,7,22570,5.11,32300
8805,3,84.58,2004,201602,1,7,22570,5.11,35000
3751,3,91.24,1982,201602,1,9,22570,5.11,39900
6591,3,59.97,1998,201602,1,8,22570,5.11,31700
11603,3,84.79,1992,201602,1,3,22570,5.11,30000
7343,3,84.79,2005,201602,1,7,22570,5.11,50800
4558,3,60,1997,201602,1,4,22570,5.11,23500
3751,3,71.31,1982,201602,1,6,22570,5.11,30500
7344,3,105.36,1993,201602,1,9,22570,5.11,40400
12514,3,84.79,2007,201602,1,4,22570,5.11,40000
12613,3,118.8,2002,201602,1,3,22570,5.11,35000
5595,3,83.21,2000,201602,1,12,22570,5.11,35500
11603,3,84.79,1992,201602,1,18,22570,5.11,26900
5595,3,58.55,2000,201602,1,8,22570,5.11,27500
7343,3,114.84,2005,201602,1,24,22570,5.11,56500
7343,3,84.79,2005,201602,1,2,22570,5.11,48450
1103,3,59.99,2008,201602,1,18,22570,5.11,33500
8804,3,84.58,2004,201602,1,13,22570,5.11,34900
1104,3,59.99,2008,201602,1,13,22570,5.11,33000
4966,3,84.95,2005,201602,1,10,22570,5.11,38000
7344,3,82.2,1993,201602,1,15,22570,5.11,39000
6591,3,84.97,1998,201602,1,1,22570,5.11,37700
3202,3,50.57,1993,201602,3,13,22570,5.11,30700
11603,3,84.79,1992,201602,3,15,22570,5.11,30000
428,3,84.82,1996,201602,3,4,22570,5.11,41000
428,3,69.17,1996,201602,3,3,22570,5.11,33500
428,3,84.82,1996,201602,3,13,22570,5.11,40000
11603,3,84.79,1992,201602,3,9,22570,5.11,30700
7340,3,115.62,2003,201602,3,5,22570,5.11,47000
7343,3,84.87,2005,201602,3,3,22570,5.11,46000
7343,3,84.79,2005,201602,3,16,22570,5.11,50500
1674,3,59.96,1998,201602,3,5,22570,5.11,29500
801,3,41.04,1984,201602,3,8,22570,5.11,19500
7344,3,34.86,1993,201602,3,3,22570,5.11,20700
3751,3,71.31,1982,201602,3,8,22570,5.11,30000
7344,3,82.2,1993,201602,3,10,22570,5.11,39500
7344,3,82.2,1993,201602,3,3,22570,5.11,39000
7769,3,18.28,2010,201602,3,7,22570,5.11,12200
7344,3,105.36,1993,201602,3,11,22570,5.11,42200
3751,3,71.31,1982,201602,3,3,22570,5.11,30500
7341,3,80.23,2003,201602,3,5,22570,5.11,37700
1353,3,59.94,1993,201602,3,5,22570,5.11,24300
12514,3,84.79,2007,201602,3,4,22570,5.11,41100
7344,3,59.85,1993,201602,3,13,22570,5.11,30000
3884,3,77.71,2003,201602,3,2,22570,5.11,32500
8361,3,84.38,2003,201602,0,7,22570,5.11,45000
8356,3,111.21,2007,201602,1,2,22570,5.11,59300
2078,3,65.1,2004,201602,1,5,22570,5.11,42500
8356,3,73.55,2007,201602,1,8,22570,5.11,45200
8604,3,84.51,2004,201602,3,8,22570,5.11,59800
1095,3,114.75,2003,201603,0,10,22570,5.11,51000
11933,3,123.29,1992,201603,0,6,22570,5.11,50000
11855,3,59.94,1996,201603,0,15,22570,5.11,32800
5022,3,84.84,1996,201603,0,4,22570,5.11,39600
1095,3,84.96,2003,201603,0,17,22570,5.11,44200
3599,3,114.99,2000,201603,0,14,22570,5.11,54800
11933,3,58.59,1992,201603,0,13,22570,5.11,29500
5121,3,84.87,2000,201603,0,8,22570,5.11,43800
1116,3,59.58,2004,201603,0,20,22570,5.11,39600
4990,3,107.62,2003,201603,0,3,22570,5.11,45000
4482,3,59.38,1998,201603,0,5,22570,5.11,27000
1116,3,59.58,2004,201603,0,21,22570,5.11,38800
5121,3,84.87,2000,201603,0,13,22570,5.11,44700
8714,3,59.76,2000,201603,0,9,22570,5.11,34000
5121,3,84.87,2000,201603,0,1,22570,5.11,43000
1107,3,107.08,2010,201603,0,18,22570,5.11,48500
9115,3,49.95,2000,201603,0,1,22570,5.11,29000
1096,3,84.96,2003,201603,0,10,22570,5.11,44800
8714,3,84.96,2000,201603,0,13,22570,5.11,43700
8714,3,59.76,2000,201603,0,2,22570,5.11,29200
1116,3,59.58,2004,201603,0,3,22570,5.11,37450
4688,3,84.12,2006,201603,0,2,22570,5.11,53000
1096,3,59.83,2003,201603,0,16,22570,5.11,38200
1096,3,84.96,2003,201603,0,8,22570,5.11,45200
1096,3,59.85,2003,201603,0,27,22570,5.11,32500
1095,3,59.83,2003,201603,0,4,22570,5.11,37300
4962,3,84.72,2004,201603,0,12,22570,5.11,45100
9325,3,57.66,1985,201603,0,6,22570,5.11,22500
1095,3,59.85,2003,201603,0,2,22570,5.11,32000
8714,3,59.76,2000,201603,0,6,22570,5.11,35500
1113,3,59.98,2014,201603,0,16,22570,5.11,43000
4964,3,101.95,2005,201603,0,1,22570,5.11,46500
9325,3,38.92,1985,201603,0,5,22570,5.11,15880
4964,3,84.99,2005,201603,0,12,22570,5.11,42100
1424,3,72.53,1999,201603,0,5,22570,5.11,29200
1116,3,59.58,2004,201603,0,6,22570,5.11,39300
6261,3,114.98,1999,201603,0,17,22570,5.11,60000
8714,3,84.96,2000,201603,0,7,22570,5.11,43000
1116,3,59.58,2004,201603,0,19,22570,5.11,38200
1812,3,136.11,1988,201603,0,8,22570,5.11,54500
1095,3,59.85,2003,201603,0,8,22570,5.11,34600
6438,3,76.5,1996,201603,0,1,22570,5.11,37500
11933,3,58.59,1992,201603,0,4,22570,5.11,31400
3599,3,114.99,2000,201603,0,9,22570,5.11,54500
11933,3,105.84,1992,201603,0,8,22570,5.11,48300
11933,3,68.8,1992,201603,0,1,22570,5.11,31800
8516,3,30.01,2014,201603,0,10,22570,5.11,24900
1096,3,84.96,2003,201603,0,4,22570,5.11,44000
3976,3,170.11,1997,201603,0,25,22570,5.11,72000
1116,3,84.2,2004,201603,0,6,22570,5.11,49000
4964,3,84.99,2005,201603,0,10,22570,5.11,40000
11933,3,68.8,1992,201603,0,6,22570,5.11,34000
5026,3,58.86,1995,201603,1,8,22570,5.11,32000
4964,3,101.95,2005,201603,1,17,22570,5.11,52800
4964,3,59.99,2005,201603,1,3,22570,5.11,31500
4964,3,84.99,2005,201603,1,7,22570,5.11,43100
1096,3,84.96,2003,201603,1,14,22570,5.11,44500
